artists_id,acousticness,danceability,disc_number,duration_ms,energy,href,id,instrumentalness,key,liveness,loudness,lyrics,mode,name,playlist,preview_url,speechiness,tempo,time_signature,track_href,uri,valence,release_date,artists_name,genres,release_year
5hW4L92KnC6dX9t7tYM4Ve,0.94,0.638,1.0,308013.0,0.185,https://api.spotify.com/v1/tracks/6DWrIR5yIbe95e3lZDiuDD,6DWrIR5yIbe95e3lZDiuDD,0.0,5.0,0.11,-13.233,"
I awoke today and found the frost
Perched on the town
It hovered in a frozen sky, then it
Gobbled summer down
When the sun turns traitor cold and all
The trees are shivering in a naked row
I get the urge for going
But I never seem to go
I get the urge for going
When the meadow grass is turning brown
Summertime is falling down and winter
Is closing in
I had me a man in summertime
He had summer-colored skin
And not another girl in town
My darling's heart could win
But when the leaves fell on the ground
Bully winds came around, pushed them face
Down in the snow
He got the urge for going
And I had to let him go
He got the urge for going
When the meadow grass was turning brown
Summertime was falling down and winter
Was closing in
Now the warriors of winter they gave a
Cold triumphant shout
And all that stays is dying and all that
Lives is camping out
See the geese in chevron flight flapping
And racing on before the snow
They got the urge for going
And they got the wings so they can go
They get the urge for going
When the meadow grass is turning brown
Summertime is falling down and winter
Is closing in
Apply the fire with kindling now
I'll pull the blankets up to my chin
I""ll lock the vagrant winter out and
I'll fold my wandering in
I'd like to call back summertime
Have her stay for just another
Month or so
But she's got the urge for gong
So I guess she'll have to go
She gets the urge for going
When the meadow grass is turning brown
All her empire's falling down
And winter's closing in
And I get the urge for going
When the meadow grass is turning brown
And summertime is falling down
",1.0,Urge for Going,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/e0d507065574b952ec270cadbc17d3c32a561acb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.033,115.07,4.0,https://api.spotify.com/v1/tracks/6DWrIR5yIbe95e3lZDiuDD,6DWrIR5yIbe95e3lZDiuDD,0.465,1996-10-29,Joni Mitchell,folk,1996.0
6waa8mKu91GjzD4NlONlNJ,0.257,0.275,1.0,244180.0,0.403,https://api.spotify.com/v1/tracks/1ovu8lOVW8uD5FjWICAxpy,1ovu8lOVW8uD5FjWICAxpy,0.000526,4.0,0.222,-11.014,"
If I could make a wish
I think I'd pass
Can't think of anythin I need
No cigarettes, no sleep, no light, no sound
Nothing to eat, no books to read
Making love with you
Has left me peaceful, warm, and tired
What more could I ask
There's nothing left to be desired
Peace came upon me and it leaves me weak
So sleep, silent angel
Go to sleep
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
Peace came upon me
And it leaves me weak
So sleep, silent angel
Go to sleep
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
",0.0,The Air That I Breathe,Walking Back To Happiness,https://p.scdn.co/mp3-preview/15039dc7313cff8a225b70012e4932040eedcfa3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0302,168.455,4.0,https://api.spotify.com/v1/tracks/1ovu8lOVW8uD5FjWICAxpy,1ovu8lOVW8uD5FjWICAxpy,0.272,1993-03-22,The Hollies,folk,1993.0
5hW4L92KnC6dX9t7tYM4Ve,0.782,0.515,1.0,216240.0,0.31,https://api.spotify.com/v1/tracks/1AzhyJpGjqsBJpoKHqj5BB,1AzhyJpGjqsBJpoKHqj5BB,2.94e-06,8.0,0.076,-12.616,"
The sleepless nights
The daily fights
The quick toboggan when you reach the heights
I miss the kisses and I miss the bites
I wish I were in love again
The broken dates
The endless waits
The lovely loving and the hateful hates
The conversations with the flying plates
I wish I were in love again
No more pain
No no more strain
Now I'm sane
But I'd rather be punch drunk
The flying fur of cat and cur
The fine mismatching of a him and her
I've learned my lesson but
I wish I were in love again
The furtive sigh
The blackened eye
The words I love you 'til the day I die
The self-deception that believes that lie
I wish I were in love again
When love congeals
It soon reveals
The faint aroma of performing seals
The double-crossing of a pair of heels
I wish I were in love again
No more care
No more despair
Now I'm all there
But I'd rather be punch drunk
Believe me sir, I much prefer
The classic battle of a him and her
I don't like quiet and I wish I were
In love again
In love again
",1.0,I Wish I Were In Love Again,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/c943fbdb012c3089f03b42309876848c3614c063?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0467,122.961,4.0,https://api.spotify.com/v1/tracks/1AzhyJpGjqsBJpoKHqj5BB,1AzhyJpGjqsBJpoKHqj5BB,0.279,2000-03-20,Joni Mitchell,folk,2000.0
5hW4L92KnC6dX9t7tYM4Ve,0.858,0.172,1.0,268027.0,0.177,https://api.spotify.com/v1/tracks/0fJ561ClK3pIJBr0c6dtUX,0fJ561ClK3pIJBr0c6dtUX,0.0503,2.0,0.344,-15.243,"
At last, my love has come along
My lonely days are over, and life is like a song
At last,the skies above are blue
My heart was wrapped in clover
The night I looked at you
I found a dream that I could speak to
A dream that I could call my own
I found a thrill to press my cheek to
A thrill I'd never known
You smiled, and then the spell was cast
And here we are in Heaven, for you are mine at last
I found a dream that I could speak to
A dream that I could call my own
I found a thrill to press my cheek to
A thrill that I had never known
You smiled, and then the spell was cast
And here we are in Heaven
For you are mine at last
",1.0,At Last,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/8f9ed1558cd812e3ceff627f1c2ee2b75ea1b2bf?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0321,179.51,3.0,https://api.spotify.com/v1/tracks/0fJ561ClK3pIJBr0c6dtUX,0fJ561ClK3pIJBr0c6dtUX,0.0921,2000-03-20,Joni Mitchell,folk,2000.0
5hW4L92KnC6dX9t7tYM4Ve,0.946,0.214,1.0,352827.0,0.109,https://api.spotify.com/v1/tracks/41JlTwBvRReaitzs36quB9,41JlTwBvRReaitzs36quB9,0.132,8.0,0.122,-16.214,"

Just before our love got lost you said
""I am as constant as a northern star""
And I said, ""Constantly in the darkness
Where's that at?
If you want me I'll be in the bar""
On the back of a cartoon coaster
In the blue TV screen light
I drew a map of Canada
Oh, Canada
With your face sketched on it twice

Oh, you are in my blood like holy wine
You taste so bitter and so sweet
Oh, I could drink a case of you, darling
And I would still be on my feet
Oh, I would still be on my feet

Oh, I am a lonely painter
I live in a box of paints
I'm frightened by the devil
And I'm drawn to those ones that ain't afraid
I remember that time you told me, you said
""Love is touching souls""
Surely you touched mine
'Cause part of you pours out of me
In these lines from time to time

Oh, you are in my blood like holy wine
You taste so bitter and so sweet
Oh, I could drink a case of you, darling
Still I'd be on my feet
I would still be on my feet

I met a woman
She had a mouth like yours
She knew your life
She knew your devils and your deeds
And she said
""Go to him, stay with him if you can
But be prepared to bleed""

Oh, but you are in my blood, you are my holy wine
You're so bitter, bitter and so sweet
Oh, I could drink a case of you, darling
Still I'd be on my feet
I would still be on my feet
",1.0,A Case Of You,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/0ec22be53b09f89396bf932f7f3a5537986e58b3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0332,86.533,4.0,https://api.spotify.com/v1/tracks/41JlTwBvRReaitzs36quB9,41JlTwBvRReaitzs36quB9,0.148,2000-03-20,Joni Mitchell,folk,2000.0
5hW4L92KnC6dX9t7tYM4Ve,0.792,0.423,1.0,269440.0,0.307,https://api.spotify.com/v1/tracks/1BHXcIIAqAHO1EHMjYBqSM,1BHXcIIAqAHO1EHMjYBqSM,7.52e-05,11.0,0.25,-9.461,"
Comes a rain storm
Put your rubbers on your feet
Comes a snow storm
You can get a little heat
Comes love
Nothing can be done
Comes a fire
Firemen come and rescue me
Blow a tire
You can patch the inner tube
Comes love
Nothing can be done
Don't try hidin'
'Cause it isn't any use
You'll just start slidin'
When your heart turns on the juice
Comes a heat wave
You can hurry to the store
Come a summons
Hide yourself behind a door
Comes love
Nothing can be done
Comes a headache
You can lose it in a day
Comes a toothache
See your dentist right away
Comes love
Nothing can be done
Comes the measles
You can quarrantine the room
Comes a mousie
You can chase it with a broom
Comes love
Nothing can be done
That's all brother
If you've ever been in love
That's all brother
And you know just what I'm speakin' of
Comes a nightmare
You can always stay awake
Comes depression
You could get another break
Comes love
Nothing can be done
Nothing can be done
",0.0,Comes Love,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/fe193d212ee6f2c377644d2b7f5f4365a336ee05?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0327,127.497,3.0,https://api.spotify.com/v1/tracks/1BHXcIIAqAHO1EHMjYBqSM,1BHXcIIAqAHO1EHMjYBqSM,0.172,2000-03-20,Joni Mitchell,folk,2000.0
1sXbwvCQLGZnaH0Jp2HTVc,0.73,0.684,1.0,216133.0,0.405,https://api.spotify.com/v1/tracks/6VK0IGRSon5Z0EcFEgbZAM,6VK0IGRSon5Z0EcFEgbZAM,0.0,2.0,0.249,-9.48,"
(Alberto Dominguez)
Besame tu a mi
Besame igual que mi boca te beso
Dame el frenesi
Que mi locura te dio
Quien si no fui yo
Pudo ensenarte el camino del amor
Muerta mi altivez
Cuando mi orgullo rodo
A tu pies
Quiero que vivas solo para mi
Y que tu vayas por donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Dame la luz que tiene tu mirar
Y la ansiedad que entre tus labios vi
Esa locura de vivir y amar
Que es mas que amor frenesi
Hay en el beso que te di
Alma piedad corazon
Dime que sabes tu sentir
Lo mismo que siento yo
Quiero que vivas solo para mi
Y que tu vayas pro donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Hay en el beso que te di
Alma piedad corazon
Dime que sabes tu sentir
Lo mismo que siento yo
Quiero que vivas solo para mi
Y que tu vayas pro donde yo voy
Para que mi alma sea nomas de ti
Besame con frenesi
Besame con frenesi
Besame con frenesi

Kiss me
Kiss me the way my mouth kissed you
Give me the frenzy
That my madness gave you
Who if not I
Could teach you the road to love
My pride died
When it tumbled
At your feet
I want you to live just for me
And go where I go
So that my soul belongs only to you
Kiss me with a frenzy
Give me the light of your gaze
And the trembling of your lips
That madness of living and loving
That is more a frenzy than love
In the kiss that I gave you there is
Soul, piety, heart
Tell me that you know how to feel
The same way I feel
I want you to live just for me
And go where I go
So that my soul belongs only to you
Kiss me with a frenzy
",1.0,Frenesi (Frenzy),Boleros Pop,https://p.scdn.co/mp3-preview/c24be98ef4d357f29c3f2700369d6a76ad3eebb9?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0421,114.597,4.0,https://api.spotify.com/v1/tracks/6VK0IGRSon5Z0EcFEgbZAM,6VK0IGRSon5Z0EcFEgbZAM,0.624,1992-08-11,Linda Ronstadt,folk,1992.0
7tjbDPvrdvDshcpEMXKRVb,0.0726,0.519,1.0,247796.0,0.52,https://api.spotify.com/v1/tracks/3V0KAM7TeDAyVUzt6DO59p,3V0KAM7TeDAyVUzt6DO59p,9.07e-05,8.0,0.32,-9.51,"
Winding your way down on Baker Street
Light in your head and dead on your feet
Well, another crazy day
You'll drink the night away
And forget about everything
This city desert makes you feel so cold
It's got so many people, but it's got no soul
And it's taken you so long
To find out you were wrong
When you thought it held everything
You used to think that it was so easy
You used to say that it was so easy
But you're trying, you're trying now
Another year and then you'd be happy
Just one more year and then you'd be happy
But you're crying, you're crying now
Way down the street there's a light in his place
He opens the door, he's got that look on his face
And he asks you where you've been
You tell him who you've seen
And you talk about anything
He's got this dream about buying some land
He's gonna give up the booze and the one-night stands
And then he'll settle down
In some quiet little town
And forget about everything
But you know he'll always keep moving
You know he's never gonna stop moving
'Cause he's rolling, he's the rolling stone
And when you wake up, it's a new morning
The sun is shining, it's a new morning
And you're going, you're going home
",1.0,Baker Street - Edit,Made in Scotland,https://p.scdn.co/mp3-preview/cd159816f401d084319db6be557de81618992ddb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0387,120.565,4.0,https://api.spotify.com/v1/tracks/3V0KAM7TeDAyVUzt6DO59p,3V0KAM7TeDAyVUzt6DO59p,0.478,1998,Gerry Rafferty,folk,1998.0
74ASZWbe4lXaubB36ztrGX,0.028,0.452,1.0,214800.0,0.78,https://api.spotify.com/v1/tracks/5xNE6bGRS65lxMEBIl6xbT,5xNE6bGRS65lxMEBIl6xbT,0.000716,7.0,0.0662,-11.035,"

Gone walk down that dirt road, ’til someone lets me ride
Gone walk down that dirt road, ’til someone lets me ride
If I can’t find my baby, I’m gonna run away and hide

I have been pacing around the room hoping maybe she’d come back
Pacing around the room hoping maybe she’d come back
Well, I have been praying for salvation laying ’round in a one-room country shack

Gone walk down that dirt road until my eyes begin to bleed
Gone walk down that dirt road until my eyes begin to bleed
’Till there’s nothing left to see, ’tell the chains have been shattered
And I’ve been freed

I been looking at my shadow, I have been watching the colors up above
Looking at my shadow watching the colors up above
Rolling through the rain and hail, looking for the sunny side of love

Gone walk on down that dirt road ’till I’m right beside the sun
Gone walk on down until I’m right beside the sun
I’m gonna have to put up a barrier to keep myself away from everyone
",1.0,Dirt Road Blues,Blues Masters,https://p.scdn.co/mp3-preview/7c8671818d8da1b4af4530bebc081d0f568bc90a?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0719,98.312,4.0,https://api.spotify.com/v1/tracks/5xNE6bGRS65lxMEBIl6xbT,5xNE6bGRS65lxMEBIl6xbT,0.456,1997-09-30,Bob Dylan,folk,1997.0
74ASZWbe4lXaubB36ztrGX,0.95,0.521,1.0,178267.0,0.167,https://api.spotify.com/v1/tracks/4unBfoXJZVyDcoFe9i4LAN,4unBfoXJZVyDcoFe9i4LAN,0.0,7.0,0.196,-11.239,"
Como Nicolas Cage en Leaving las Vegas
Veo caer la nieve en la hierba
Un Robinson en una isla desierta
Como Nicolas Cage en Leaving las Vegas
Soy el invierno contra tu primavera
Un Dorian Gray sin pasado ni patria ni bandera
Será tu voz, será el licor
Serán las luces de esta habitación
Será el poder de una canción
Pero esta noche moriría por vos
Será el champagne, será el color de tus ojos verdes
De ciencia ficción
La última cena para los dos
Pero esta noche moriría por vos
Como Nicolas Cage en Leaving las Vegas
No tengo planes más allá de esta cena
Es un misterio hacia dónde la noche nos lleva
Como Nicolas Cage en Leaving las Vegas
Vamos, mi niño, a perder la cabeza
Como si fuera nuestro último día en la Tierra
Será tu voz, será el licor
Serán las luces de esta habitación
Será que suena Marquee Moon
Pero esta noche moriría por vos
Será el champagne, será el color de tus ojos verdes
De ciencia ficción
La ultima cena para los dos
Pero esta noche moriría por vos
",1.0,The Times They Are A-Changin' - Witmark Demo - 1963,El Desamor,https://p.scdn.co/mp3-preview/3352ef0a1926c043685ee94f5b7d100423e6a4e3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0413,148.901,3.0,https://api.spotify.com/v1/tracks/4unBfoXJZVyDcoFe9i4LAN,4unBfoXJZVyDcoFe9i4LAN,0.399,1991-03-26,Bob Dylan,folk,1991.0
5hW4L92KnC6dX9t7tYM4Ve,0.846,0.674,1.0,244533.0,0.224,https://api.spotify.com/v1/tracks/2zTlByELcZXPeLYxFLf66e,2zTlByELcZXPeLYxFLf66e,0.00975,6.0,0.099,-13.862,"
I was an unmarried girl
I'd just turned twenty-seven
When they sent me to the sisters
For the way men looked at me
Branded as a jezebel
I knew I was not bound for Heaven
I'd be cast in shame
Into the Magdalene laundries
Most girls come here pregnant
Some by their own fathers
Bridget got that belly
By her parish priest
We're trying to get things white as snow
All of us woe-begotten-daughters
In the streaming stains
Of the Magdalene laundries
Prostitutes and destitutes
And temptresses like me--
Fallen women--
Sentenced into dreamless drudgery ...
Why do they call this heartless place
Our Lady of Charity?
Oh charity!
These bloodless brides of Jesus
If they had just once glimpsed their groom
Then they'd know, and they'd drop the stones
Concealed behind their rosaries
They wilt the grass they walk upon
They leech the light out of a room
They'd like to drive us down the drain
At the Magdalene laundries
Peg O'Connell died today
She was a cheeky girl
A flirt
They just stuffed her in a hole!
Surely to God you'd think at least some bells should ring!
One day I'm going to die here too
And they'll plant me in the dirt
Like some lame bulb
That never blooms come any spring
Not any spring
No, not any spring
Not any spring
",0.0,The Magdalene Laundries,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/ef4adf833f5e5ff520f6847eb1390cdadbd53a80?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0339,120.162,4.0,https://api.spotify.com/v1/tracks/2zTlByELcZXPeLYxFLf66e,2zTlByELcZXPeLYxFLf66e,0.146,1994-10-25,Joni Mitchell,folk,1994.0
0nJUwPwC9Ti4vvuJ0q3MfT,0.817,0.583,1.0,307627.0,0.153,https://api.spotify.com/v1/tracks/6KmiweFGFsikXW0GnA3oXQ,6KmiweFGFsikXW0GnA3oXQ,0.000259,11.0,0.113,-14.256,"
I am an old woman named after my mother
My old man is another child that's grown old
If dreams were lightning, thunder were desire
This old house would have burnt down a long time ago

Make me an angel that flies from Montgomery
Make me a poster of an old rodeo
Just give me one thing that I can hold on to
To believe in this living is just a hard way to go
When I was a young girl well, I had me a cowboy
He weren't much to look at, just free rambling man
But that was a long time and no matter how I try
The years just flow by like a broken down dam

Make me an angel that flies from Montgomery
Make me a poster of an old rodeo
Just give me one thing that I can hold on to
To believe in this living is just a hard way to go
There's flies in the kitchen. I can hear 'em, they're buzzing
And I ain't done nothing since I woke up today
How the hell can a person go to work in the morning
And come home in the evening and have nothing to say

Make me an angel that flies from Montgomery
Make me a poster of an old rodeo
Just give me one thing that I can hold on to
To believe in this living is just a hard way to go
",1.0,Angel from Montgomery,This Is Us,https://p.scdn.co/mp3-preview/bbc98d98a967c20d35c6e1b1b3a9a6bb003627f4?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0362,122.626,4.0,https://api.spotify.com/v1/tracks/6KmiweFGFsikXW0GnA3oXQ,6KmiweFGFsikXW0GnA3oXQ,0.181,2000-10-31,John Prine,folk,2000.0
5hW4L92KnC6dX9t7tYM4Ve,0.892,0.616,1.0,258173.0,0.153,https://api.spotify.com/v1/tracks/5QUBmoVPLT25eaeesozYrf,5QUBmoVPLT25eaeesozYrf,0.00976,4.0,0.0954,-18.705,"
The story hit the news
From coast to coast
They said you beat the girl
You loved the most
Your charitable acts
Seemed out of place
With the beauty
With your fist marks on her face
Your buddies all stood by
They bet their fortunes
And their fame
That she was out of line
And you were not to blame
Six hundred thousand doctors
Are putting on rubber gloves
And they're poking
At the miseries made of love
They say they're learning
How to spot
The battered wives
Among all the women
They see bleeding through their lives
I bleed--
For your perversity--
These red words that make a stain
On your white-washed claim that
She was out of line
And you were not to blame
I heard your baby say
When he was only three
""Daddy, let's get some girls
One for you and one for me.""
His mother had the frailty
You despise
And the looks
You love to drive to suicide
Not one wet eye around
Her lonely little grave
Said, ""He was out of line girl
You were not to blame.""
",1.0,Not To Blame,This Is Joni Mitchell,https://p.scdn.co/mp3-preview/808ef2b3faec50dd28bb9a53f9686bb7d0e32574?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0314,105.832,4.0,https://api.spotify.com/v1/tracks/5QUBmoVPLT25eaeesozYrf,5QUBmoVPLT25eaeesozYrf,0.112,1994-10-25,Joni Mitchell,folk,1994.0
74ASZWbe4lXaubB36ztrGX,0.817,0.547,1.0,339280.0,0.244,https://api.spotify.com/v1/tracks/2BVbaynYJhYnepYn5n7san,2BVbaynYJhYnepYn5n7san,0.000122,2.0,0.125,-13.815,"

Delia was a gambling girl, gambled all around
Delia was a gambling girl, she laid her money down
All the friends I ever had are gone

Delia's dear ol' mother took a trip out West
When she returned, little Delia gone to rest
All the friends I ever had are gone

Delia's daddy weeped, Delia's momma moaned
Wouldn't have been so bad if the poor girl died at home
All the friends I ever had are gone

Curtis' looking high, Curtis' looking low
He shot poor Delia down with a cruel forty-four
All the friends I ever had are gone

High up on the housetops, high as I can see
Looking for them rounders, looking out for me
All the friends I ever had are gone

Men in Atlanta, tryin' to pass for white
Delia's in the graveyard, boys, six feet out of sight
All the friends I ever had are gone

Judge says to Curtis, ""What's this noise about?""
""All about them rounders, Judge, tryin' to cut me out.""
All the friends I ever had are gone

Curtis said to the judge, ""What might be my fine?""
Judge says, ""Poor boy, you got ninety-nine.""
All the friends I ever had are gone

Curtis' in the jail house, drinking from an old tin cup
Delia's in the graveyard, she ain't gettin' up
All the friends I ever had are gone

Delia, oh Delia, how can it be?
You loved all them rounders, never did love me
All the friends I ever had are gone
",1.0,Delia,Bob Dylan: Covered,https://p.scdn.co/mp3-preview/df042a0d29592e2cc9f134593d11c24517de4335?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0309,148.663,4.0,https://api.spotify.com/v1/tracks/2BVbaynYJhYnepYn5n7san,2BVbaynYJhYnepYn5n7san,0.521,1993-10-26,Bob Dylan,folk,1993.0
3RTzAwFprBqiskp550eSJX,0.172,0.497,1.0,169907.0,0.4,https://api.spotify.com/v1/tracks/1gbZFGDPMsF9ssbTtFhfbk,1gbZFGDPMsF9ssbTtFhfbk,5.13e-06,4.0,0.164,-14.178,"
Everybody's talking at me
I don't hear a word they're saying
Only the echoes of my mind
People stopping, staring
I can't see their faces
Only the shadows of their eyes
I'm going where the sun keeps shining
Through the pouring rain
Going where the weather suits my clothes
Banking off of the northeast winds
Sailing on a summer breeze
And skipping over the ocean like a stone
Wah, wah wah-wah wah
Wah-wah wah-wah, wah wah-wah
Wahhh
I'm going where the sun keeps shining
Through the pouring rain
Going where the weather suits my clothes
Banking off of the northeast winds
Sailing on a summer breeze
And skipping over the ocean like a stone
Everybody's talking at me
Can't hear a word they're saying
Only the echoes of my mind
I won't let you leave my love behind
No, I won't let you leave
Wah, wah
I won't let you leave my love behind
",1.0,"Everybody's Talkin' - From ""Midnight Cowboy""",Musikpolisen,https://p.scdn.co/mp3-preview/0a35110d1257d335ab382d015b9edba10da72a96?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0332,124.72,4.0,https://api.spotify.com/v1/tracks/1gbZFGDPMsF9ssbTtFhfbk,1gbZFGDPMsF9ssbTtFhfbk,0.654,1995,Harry Nilsson,folk,1995.0
74ASZWbe4lXaubB36ztrGX,0.897,0.576,1.0,229253.0,0.394,https://api.spotify.com/v1/tracks/2Rfqmai5wESjBpmj9SP7cs,2Rfqmai5wESjBpmj9SP7cs,0.104,7.0,0.159,-12.74,"
Frankie was a good girl
Everybody knows
Paid one hundred dollars
For Albert's new suite of clothes
He was her man but he done her wrong
Albert said, ""I'm leaving you
Won't be gone for long
Don't wait up for me
Or worry about me when I'm gone""
He was her man but he done her wrong
Frankie went down to the corner saloon
Get a bucket of beer
Said to the bartender
""Has my lovin' man been here?""
He was her man but he done her wrong
""Well, I ain't gonna tell you no stories
I ain't gonna tell you no lies
I saw Albert an hour ago
With a gal named Alice Bly""
He was her man but he done her wrong
Frankie went down to 12th street
Lookin' up through the window high
She saw her Albert there
Lovein' up Alice Bly
He was her man but he done her wrong
Frankie pulled out a pistol
Pulled out a forty-four
Gun went off a rootie-toot-toot
And Albert fell on the floor
He was her man but he done her wrong
Frankie got down upon her knees
Took Albert into her lap
Started to hug and kiss him
But there was no bringin' him back
He was her man but he done her wrong
""Gimme a thousand policemen
Throw me into a cell
I shot my Albert dead
And now I'm goin' to hell
He was her man but he done me wrong""
Judge said to the jury
""plain as a thing can be
A woman shot her lover down
Murder in the second degree""
He was her man but he done her wrong
Frankie went to the scaffold
Calm as a girl could be
Turned her eyes up towards the heavens
Said, ""nearer, my god, to thee""
He was her man but he done her wrong
",1.0,Frankie & Albert,Bob Dylan: Covered,https://p.scdn.co/mp3-preview/c52f65198609c26806375e6e73ed59a6c7017799?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0294,106.752,4.0,https://api.spotify.com/v1/tracks/2Rfqmai5wESjBpmj9SP7cs,2Rfqmai5wESjBpmj9SP7cs,0.797,1992-10-27,Bob Dylan,folk,1992.0
1sXbwvCQLGZnaH0Jp2HTVc,0.666,0.329,1.0,260667.0,0.106,https://api.spotify.com/v1/tracks/6HCbtJCgv3guNNVP14vK1x,6HCbtJCgv3guNNVP14vK1x,7.9e-05,9.0,0.114,-15.899,"
LINDA RONSTADT
",0.0,Ta Ta Dios (Father God),Día de Muertos,https://p.scdn.co/mp3-preview/d6d9f1cf59fb83833b255cb2ce9078c7dc9ced64?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0347,186.714,3.0,https://api.spotify.com/v1/tracks/6HCbtJCgv3guNNVP14vK1x,6HCbtJCgv3guNNVP14vK1x,0.271,1991-11-05,Linda Ronstadt,folk,1991.0
